BVF.DL,musp.DL,B.DL,Mel.DL,O2.DL,BVF.true,musp.true,B.true,Mel.true,O2.true
1.7604,14.22526609,1.3956,1.2022,79.405,1.8889,14.444,1.3,1.1111,82.222
4.4543,20.1958534,1.5347,0.84796,74.696,4.5556,21.111,1.5667,0.88889,68.889
3.3563,26.0940391,1.8286,0.44066,98.198,3.2222,25.556,1.5667,0.44444,100
2.4913,23.27627388,1.8848,0.48695,96.884,2.3333,21.111,1.5667,0.44444,100
3.5725,20.86587453,1.8267,1.7021,63.913,3.6667,21.111,1.9667,1.7778,60
2.6949,20.5689538,1.9345,1.4535,67.475,2.7778,21.111,2.2333,1.5556,60
2.7039,22.76963227,2.0227,0.65308,68.544,2.7778,23.333,2.2333,0.66667,64.444
5.3446,12.80660922,2.1749,0.7302,44.777,4.5556,10,1.7,0.44444,60
1.8955,29.8788677,1.973,-0.034597,95.907,1.8889,30,1.5667,0,95.556
1.2694,25.86949688,1.8799,0.76647,91.54,1.4444,30,2.3667,0.88889,86.667
1.9374,25.01345156,1.7286,0.49257,94.771,1.8889,23.333,1.4333,0.44444,95.556
2.6522,13.39641154,1.6647,1.7565,87.331,2.3333,12.222,1.4333,1.5556,95.556
1.2175,20.83344593,1.9614,0.87136,51.834,1,16.667,1.4333,0.66667,60
4.7082,14.70985309,2.1287,1.7414,67.51,5,14.444,2.2333,1.7778,60
3.151,24.10137348,1.5398,1.7122,90.886,2.7778,21.111,1.3,1.5556,95.556
2.8719,11.94346702,2.7479,0.69047,101.1,2.3333,10,2.1,0.44444,100
3.1851,11.47872757,2.235,1.0404,93.181,3.2222,12.222,2.2333,1.1111,91.111
2.9771,21.08012655,1.4321,1.434,63.888,2.7778,18.889,1.4333,1.3333,60
2.0151,26.15289419,1.7815,1.3573,79.247,1.8889,25.556,1.7,1.3333,82.222
5.0275,18.38758815,1.2733,0.84646,80.776,5,18.889,1.3,0.88889,73.333
4.4717,16.69433082,1.958,1.9138,77.367,4.5556,16.667,1.9667,2,77.778
3.3389,18.92278874,1.9673,0.70876,73.574,3.2222,16.667,1.9667,0.66667,82.222
2.9012,16.59439968,1.7243,1.7704,86.9,2.7778,16.667,1.7,1.7778,86.667
2.8964,12.23573424,1.9458,0.94563,91.159,2.7778,12.222,1.7,0.88889,95.556
4.5166,11.52392299,2.2156,0.161,74.325,5,12.222,2.5,0.22222,73.333
2.2153,16.19488299,2.136,0.20285,67.334,2.3333,16.667,2.3667,0.22222,68.889
1.2655,12.89959851,1.8336,1.4784,76.527,1.4444,12.222,1.7,1.3333,77.778
4.6382,22.05061357,1.7628,1.0362,82.317,5,23.333,1.9667,1.1111,77.778
4.7498,25.51947132,1.7486,1.3019,90.234,5,25.556,1.8333,1.3333,91.111
2.7597,19.23230578,2.386,-0.023888,100.29,2.7778,18.889,2.5,0,100
4.0642,27.95116911,1.4851,1.5878,65.79,4.1111,27.778,1.4333,1.5556,64.444
4.5671,10.07660196,2.0957,0.43805,94.717,4.1111,10,1.9667,0.44444,100
2.7577,28.98807551,1.5272,1.0564,77.228,2.7778,30,1.5667,1.1111,73.333
2.0161,19.06409536,1.725,1.9987,82.369,1.8889,18.889,1.7,2,86.667
1.3415,23.41591201,1.8382,1.1221,83.245,1.4444,23.333,1.8333,1.1111,82.222
3.3428,23.46424501,1.624,0.71236,60.695,3.2222,21.111,1.5667,0.66667,64.444
3.0245,16.2356443,2.4968,1.698,95.761,2.7778,14.444,2.3667,1.5556,95.556
2.7933,25.61886458,2.5033,0.021948,60.546,2.7778,25.556,2.5,0,60
4.4292,11.54231179,1.8192,1.7155,93.447,4.5556,12.222,1.8333,1.7778,95.556
4.8245,22.59183061,2.3526,1.6181,103.19,5,21.111,2.3667,1.5556,100
2.8809,10.05110606,1.855,1.9243,73.595,2.7778,10,1.9667,2,68.889
1.892,26.27823507,1.682,0.45643,86.168,1.8889,25.556,1.5667,0.44444,86.667
4.1945,18.70307574,1.4032,0.85773,84.132,4.1111,18.889,1.4333,0.88889,82.222
2.8107,27.48668906,1.3942,0.43925,59.175,2.7778,27.778,1.3,0.44444,60
4.3093,22.60118184,1.9368,1.946,63.694,4.5556,23.333,1.9667,2,60
2.2647,27.14450155,1.9986,1.8643,70.878,2.3333,30,2.2333,2,68.889
2.5529,21.90262828,2.0956,2.0284,88.772,2.3333,21.111,1.9667,2,95.556
2.6781,27.3755035,2.244,1.8928,72.097,2.7778,30,2.5,2,64.444
3.7312,23.17907469,1.2965,1.7342,74.582,3.6667,23.333,1.3,1.7778,77.778
1.1231,27.82406148,2.0003,1.4936,74.764,1,30,2.1,1.5556,64.444
4.0072,29.07344495,1.6969,1.5617,64.76,4.1111,30,1.7,1.5556,64.444
2.7726,26.10829014,2.1747,0.8621,100.2,2.7778,25.556,2.1,0.88889,100
4.8699,10.19257894,2.2164,1.2059,70.131,5,10,2.2333,1.1111,64.444
5.8034,15.81764586,1.7297,0.78597,52.44,5,12.222,1.3,0.44444,60
1.8344,21.47761199,2.1277,1.4113,79.492,1.8889,23.333,2.5,1.5556,73.333
4.7927,17.68265156,2.1965,1.3387,72.115,5,16.667,2.3667,1.3333,68.889
3.0899,21.35072002,1.8805,1.4804,93.384,2.7778,18.889,1.7,1.3333,95.556
1.7621,21.89702264,1.9897,1.0351,86.104,1.8889,23.333,2.2333,1.1111,82.222
3.5112,20.86840114,2.2454,1.489,86.055,3.6667,21.111,2.5,1.5556,82.222
1.514,30.29315346,1.7806,-0.012903,88.524,1.4444,30,1.7,0,91.111
0.90571,26.42258914,1.3983,1.7294,63.763,1,27.778,1.3,1.7778,60
4.0869,18.91200071,2.3684,1.7398,101.17,4.1111,18.889,2.3667,1.7778,100
4.3298,11.56337588,2.0907,1.6901,88.704,4.5556,12.222,2.2333,1.7778,91.111
4.5617,13.17810713,1.7136,1.89,72.224,4.5556,12.222,1.5667,1.7778,64.444
3.3909,20.13828602,1.5173,0.92789,84.264,3.2222,18.889,1.4333,0.88889,86.667
3.3774,21.91675066,2.1095,1.8242,98.948,3.2222,21.111,1.9667,1.7778,100
4.6364,23.3086882,2.4833,1.7945,104.02,5,23.333,2.5,1.7778,100
4.8369,30.27681558,2.2123,1.371,99.681,5,30,2.1,1.3333,100
2.2851,10.55556164,1.421,1.9946,70.671,1.8889,10,1.3,2,64.444
3.1645,21.01583763,1.6113,0.20223,73.493,3.2222,21.111,1.7,0.22222,73.333
5.9138,12.19058626,1.4211,0.6758,66.942,5,10,1.3,0.44444,77.778
3.2109,23.55488005,2.0735,-0.0020313,65.277,3.2222,23.333,1.9667,0,64.444
3.1394,15.44373425,1.9002,1.0009,72.602,3.2222,16.667,2.1,1.1111,64.444
3.7519,23.45489461,2.1622,1.0398,71.566,4.1111,25.556,2.5,1.1111,60
3.7704,15.46126687,2.2418,0.48258,84.975,3.6667,14.444,2.2333,0.44444,91.111
4.559,12.08040259,2.1189,0.42273,81.182,4.5556,12.222,2.2333,0.44444,86.667
4.4155,25.67750541,1.5461,1.5534,80.313,4.5556,25.556,1.5667,1.5556,82.222
3.4962,20.51158214,2.0316,0.84475,78.486,3.6667,21.111,2.2333,0.88889,73.333
3.8388,15.2079084,2.0176,1.6117,95.587,3.6667,14.444,1.9667,1.5556,95.556
2.1611,24.9890302,2.1991,1.6488,93.469,1.8889,23.333,1.9667,1.5556,100
4.0664,30.39939243,1.6923,1.3668,68.192,4.1111,30,1.7,1.3333,68.889
4.2706,25.15413383,1.3059,0.9957,79.7,4.5556,27.778,1.4333,1.1111,77.778
4.5947,11.2559165,1.8178,1.6779,79.047,5,12.222,1.9667,1.7778,77.778
2.7484,13.26278255,2.3544,1.0824,102.97,2.7778,14.444,2.3667,1.1111,95.556
1.3528,25.26695636,1.8579,0.60059,77.947,1.4444,27.778,2.2333,0.66667,73.333
3.4106,21.92222879,1.6498,0.73515,62.248,3.2222,18.889,1.5667,0.66667,68.889
3.3832,11.90170279,1.6944,1.9011,82.569,3.2222,12.222,1.7,2,86.667
4.8471,16.97732102,2.172,-0.046974,94.218,5,16.667,2.2333,0,95.556
3.9171,20.30760714,1.9283,0.48016,57.253,3.6667,18.889,1.7,0.44444,60
2.7818,10.83293207,1.6384,0.82925,74.177,2.7778,12.222,1.5667,0.88889,77.778
4.4352,28.98479887,2.1085,0.44668,95.107,4.5556,30,2.1,0.44444,95.556
3.5467,24.15066793,1.6828,1.0233,83.824,3.6667,25.556,1.8333,1.1111,82.222
1.4658,12.86565605,2.1356,1.6966,85.704,1.4444,12.222,1.9667,1.5556,91.111
3.0947,17.95587698,1.6515,1.8933,94.268,2.7778,16.667,1.4333,1.7778,100
3.63,25.20666769,2.3873,0.64354,96.467,3.6667,25.556,2.5,0.66667,95.556
1.7845,15.40808976,1.4779,1.8492,67.905,1.8889,16.667,1.7,2,60
3.0627,23.65459195,1.3917,1.4467,78.731,2.7778,21.111,1.3,1.3333,82.222
3.205,28.20638837,1.4259,1.9615,78.525,3.2222,30,1.3,2,86.667
1.9341,23.96205403,1.5605,0.27844,83.899,1.8889,23.333,1.4333,0.22222,82.222
2.7931,29.10196231,1.6761,0.42857,61.216,2.7778,30,1.5667,0.44444,60
2.0463,22.35372485,1.7071,0.78287,72.614,2.3333,25.556,2.1,0.88889,64.444
3.8656,23.78409725,1.5373,1.9089,63.863,4.1111,25.556,1.5667,2,60
3.3041,20.5194653,2.106,1.3647,72.458,3.2222,18.889,2.2333,1.3333,68.889
3.0887,24.06534823,1.8806,1.0181,82.67,3.2222,25.556,2.1,1.1111,77.778
1.7449,25.74102173,1.5253,1.052,71.523,1.8889,27.778,1.7,1.1111,64.444
4.0999,29.58732078,1.5886,0.012377,76.076,4.1111,30,1.7,0,77.778
1.2246,14.40451461,1.3042,1.6013,67.47,1.4444,14.444,1.4333,1.5556,64.444
4.3249,18.32768293,1.9682,1.6658,86.96,4.5556,18.889,2.1,1.7778,86.667
1.9383,10.50962148,1.9513,1.1025,83.256,1.8889,10,1.4333,0.88889,95.556
1.5345,26.3563919,1.9222,1.5024,75.174,1.4444,27.778,1.9667,1.5556,68.889
2.6018,17.96589988,2.1346,0.17891,73.196,2.7778,18.889,2.5,0.22222,73.333
2.5678,11.90300522,1.9964,0.73473,73.285,2.7778,14.444,2.2333,0.88889,68.889
4.8311,6.808536885,1.9988,0.081146,76.232,5,10,2.2333,0.22222,77.778
3.6688,14.31508388,2.0506,0.65049,72.704,3.6667,14.444,2.1,0.66667,77.778
4.2284,26.79629803,1.478,0.9055,95.196,4.1111,25.556,1.3,0.88889,100
4.2102,26.26720739,1.6027,0.81774,87.966,4.5556,30,1.7,0.88889,86.667
0.86807,24.57270143,1.6727,1.1979,66.845,1,23.333,1.5667,1.1111,60
2.6173,17.80367632,2.1598,0.20069,89.509,2.7778,18.889,2.5,0.22222,91.111
1.7252,24.36781916,1.8646,0.98576,82.019,1.8889,27.778,2.2333,1.1111,73.333
0.78055,14.18500613,2.0818,0.19084,73.188,1,14.444,2.3667,0.22222,68.889
4.636,14.3186035,2.631,0.033928,54.196,4.5556,14.444,2.5,0,60
3.5929,25.23746914,1.7829,0.0019601,86.091,3.6667,25.556,1.9667,0,86.667
2.0659,22.64183437,1.8363,0.25563,59.751,1.8889,21.111,1.5667,0.22222,60
1.4417,14.30029618,2.0432,1.1294,84.112,1.4444,12.222,1.5667,0.88889,95.556
2.5868,24.16350861,2.3961,1.8382,98.677,2.3333,23.333,2.2333,1.7778,100
1.7562,12.56241499,1.9191,1.3831,69.22,1.8889,12.222,1.9667,1.3333,73.333
5.1495,14.90495008,1.6369,0.68946,74.74,5,14.444,1.7,0.66667,77.778
4.1702,30.24115896,1.8317,1.3429,91.103,4.1111,30,1.7,1.3333,95.556
2.0839,28.24904392,1.9703,2.0677,90.02,1.8889,27.778,1.7,2,100
0.82397,17.42088748,2.0458,0.80362,78.664,1,18.889,2.5,0.88889,77.778
0.9546,26.20728094,2.0815,0.65475,89.606,1,27.778,2.5,0.66667,91.111
4.6561,27.10850885,2.1081,1.1538,67.813,5,27.778,2.1,1.1111,60
1.0247,16.89136974,2.0155,1.9612,79.185,1,16.667,2.1,2,73.333
4.4673,19.62293519,1.9456,1.7834,64.137,4.5556,18.889,1.9667,1.7778,60
3.2726,14.49073554,2.3087,0.024482,71.81,3.2222,14.444,2.1,0,68.889
2.9718,13.32705407,2.5566,1.6357,89.867,2.7778,12.222,2.5,1.5556,91.111
4.6438,14.30176028,2.0355,1.8994,73.663,5,14.444,2.1,2,68.889
2.7492,23.31372732,1.3793,1.9427,65.33,2.7778,23.333,1.4333,2,68.889
4.174,30.49868633,1.5471,1.3445,82.295,4.1111,30,1.4333,1.3333,86.667
4.153,18.96679389,1.6514,0.19912,93.249,4.1111,18.889,1.7,0.22222,91.111
2.0935,9.272826898,2.1741,0.13681,94.198,2.3333,10,2.5,0.22222,91.111
3.573,26.23322565,1.4809,1.0219,82.464,3.6667,27.778,1.5667,1.1111,82.222
3.4768,22.43225012,2.2445,1.6897,80.489,3.6667,23.333,2.5,1.7778,77.778
1.0494,30.77211953,2.0979,0.24593,96.435,1,30,1.5667,0.22222,100
3.1994,30.78305698,2.3071,0.19002,61.362,3.2222,30,2.2333,0.22222,60
3.9314,21.92148416,2.1492,1.7054,97.397,3.6667,18.889,1.9667,1.5556,100
4.6758,17.81382846,1.7627,1.8471,86.954,5,18.889,1.8333,2,91.111
2.1777,13.78676604,2.0419,0.34746,101.88,1.8889,12.222,1.3,0.22222,100
3.5379,9.989586971,2.5424,0.46222,54.958,3.2222,10,2.2333,0.44444,64.444
1.8241,24.52248812,1.8605,0.89723,84.781,1.8889,23.333,1.8333,0.88889,86.667
4.2318,26.23970448,1.8389,1.9641,68.332,4.5556,27.778,1.8333,2,68.889
3.6995,18.14556604,1.5226,0.84703,72.555,3.6667,18.889,1.5667,0.88889,68.889
3.6712,26.01982001,1.6563,1.3354,69.296,3.6667,25.556,1.7,1.3333,68.889
4.8891,6.719442401,1.135,-0.050923,103.83,5,10,1.3,0,100
2.431,11.3644296,2.0319,0.25278,59.775,2.3333,12.222,1.7,0.22222,60
2.3737,17.78754915,1.6156,1.3796,70.255,2.3333,16.667,1.7,1.3333,68.889
1.4439,15.24313483,2.1047,0.39885,66.095,1.4444,16.667,2.2333,0.44444,68.889
3.9231,25.55738556,2.3385,2.0188,82.549,4.1111,25.556,2.3667,2,82.222
1.8042,10.72931215,2.2863,0.89418,94.328,1.8889,12.222,2.2333,0.88889,95.556
2.3911,19.97408613,1.2223,1.611,72.534,2.3333,18.889,1.3,1.5556,73.333
3.6221,16.92285707,2.3643,0.44775,57.574,3.6667,16.667,2.3667,0.44444,60
2.2975,19.92281474,2.1487,1.2324,80.847,2.3333,21.111,2.5,1.3333,77.778
1.9789,27.43122763,1.8504,1.3016,73.777,1.8889,27.778,1.9667,1.3333,73.333
3.9299,25.77015369,1.935,0.62812,88.176,4.1111,27.778,2.1,0.66667,86.667
1.4817,20.72550545,1.834,0.42322,62.542,1.4444,21.111,1.8333,0.44444,64.444
5.2184,22.7607419,1.645,0.44613,69.839,5,21.111,1.4333,0.44444,68.889
3.7222,20.36625421,2.2966,1.3648,91.448,3.6667,18.889,2.3667,1.3333,91.111
3.5339,16.29145888,2.3296,0.42193,61.238,3.6667,16.667,2.5,0.44444,64.444
3.2703,29.97027961,1.3834,1.0753,83.935,3.2222,30,1.3,1.1111,86.667
1.5139,28.73541819,1.4014,1.5633,60.862,1.4444,30,1.3,1.5556,60
3.0948,20.97072563,2.3099,0.85346,95.852,3.2222,21.111,2.5,0.88889,95.556
1.4684,23.80184582,2.0442,1.4573,79.697,1.4444,25.556,2.2333,1.5556,73.333
2.68,25.32853865,1.6098,0.84864,80.747,2.7778,25.556,1.7,0.88889,77.778
2.3869,12.3948263,2.2517,0.42515,61.783,2.3333,12.222,2.2333,0.44444,64.444
1.8952,14.14766037,1.6459,1.76,74.487,1.8889,14.444,1.7,1.7778,68.889
2.0903,12.2590176,1.5817,1.8719,86.796,1.8889,12.222,1.4333,1.7778,95.556
4.5602,21.00954885,1.6089,0.18953,72.985,4.5556,21.111,1.7,0.22222,73.333
3.3609,14.02143089,1.6129,1.91,85.402,3.2222,14.444,1.5667,2,95.556
3.4162,14.61369198,1.3266,1.7688,70.317,3.2222,14.444,1.3,1.7778,68.889
3.7805,26.66390576,1.3776,0.69558,68.699,3.6667,25.556,1.3,0.66667,68.889
2.5343,20.65372881,1.7512,0.77084,60.923,2.3333,16.667,1.5667,0.66667,73.333
2.6474,18.69469426,2.2321,0.84074,84.74,2.3333,14.444,1.8333,0.66667,95.556
3.6359,29.4517625,2.3606,1.5782,77.054,3.6667,30,2.5,1.5556,73.333
1.6967,28.75086209,2.206,1.3801,95.362,1.4444,27.778,1.9667,1.3333,100
1.7858,17.59949305,2.1519,1.7789,71.467,1.8889,18.889,2.5,2,60
2.6791,13.24964506,2.0774,0.19988,77.025,2.7778,14.444,2.2333,0.22222,77.778
1.7045,24.07445876,1.8752,0.81331,89.334,1.8889,25.556,2.1,0.88889,86.667
2.7955,29.2805451,2.0861,1.0601,100.13,2.7778,30,1.9667,1.1111,100
3.8107,19.20001753,1.325,0.89684,67.84,3.6667,18.889,1.3,0.88889,64.444
4.7999,15.08077473,1.7977,1.8239,74.02,5,14.444,1.8333,1.7778,68.889
4.262,30.61648614,2.2343,0.0044385,98.394,4.1111,30,2.1,0,100
4.5518,13.9403294,1.8432,0.75116,91.72,4.1111,12.222,1.7,0.66667,100
2.7112,23.94724191,2.0039,0.030957,99.59,2.7778,23.333,1.8333,0,100
3.8933,17.76653693,1.6389,1.6257,94.117,3.6667,16.667,1.5667,1.5556,95.556
3.9833,25.79882251,1.8901,1.5713,71.139,4.1111,25.556,1.9667,1.5556,68.889
3.8203,20.28645998,1.6521,1.3745,82.498,3.6667,18.889,1.7,1.3333,82.222
3.3489,10.11694499,1.6384,1.9657,81.042,3.2222,10,1.5667,2,91.111
3.4715,19.936618,1.7369,2.027,87.231,3.2222,18.889,1.5667,2,95.556
1.1748,18.82188595,2.3799,1.906,88.557,1,18.889,2.5,2,86.667
1.3442,26.44631729,2.453,1.5147,98.708,1,27.778,2.5,1.5556,100
3.4756,22.44670404,1.3921,1.6124,90.81,3.2222,21.111,1.3,1.5556,95.556
4.1977,22.56134632,1.5804,0.79294,74.358,4.5556,25.556,1.7,0.88889,68.889
1.2406,15.54236371,2.2074,1.0391,65.807,1,10,1.4333,0.66667,77.778
2.8231,16.27496091,2.4052,-0.078358,70.833,2.7778,16.667,2.5,0,68.889
4.657,15.89897651,2.2626,0.68203,69.054,5,16.667,2.3667,0.66667,64.444
3.3088,30.71845956,2.1573,1.3469,85.367,3.2222,30,2.2333,1.3333,86.667
4.5896,21.37845913,2.2213,0.76318,90.669,4.5556,18.889,2.2333,0.66667,95.556
1.8928,21.75678773,1.8964,0.67548,73.804,1.8889,21.111,1.9667,0.66667,77.778
2.9631,24.21722556,2.1273,1.8361,95.729,2.7778,23.333,1.9667,1.7778,100
2.2518,11.28534666,2.1928,0.36535,66.476,2.3333,12.222,2.3667,0.44444,68.889
2.3135,24.95630473,1.4973,1.0749,73.694,2.3333,25.556,1.5667,1.1111,68.889
3.2177,22.85054365,1.2411,1.7172,68.357,3.2222,23.333,1.3,1.7778,68.889
3.8507,22.38882163,1.7058,0.45299,85.249,3.6667,21.111,1.7,0.44444,86.667
2.6207,15.73485967,2.0758,1.6158,72.853,2.7778,16.667,2.3667,1.7778,64.444
2.3951,26.33332876,2.0069,1.1159,98.777,2.3333,25.556,1.8333,1.1111,100
1.2916,15.05929368,2.0063,1.3589,76.502,1.4444,14.444,2.1,1.3333,73.333
1.9461,23.74425037,1.7892,0.43552,59.501,1.8889,23.333,1.8333,0.44444,60
1.6871,12.05079539,1.9201,1.9968,86.635,1.4444,12.222,1.8333,2,95.556
3.1866,23.24049021,1.4001,0.21126,83.199,3.2222,23.333,1.4333,0.22222,82.222
3.2217,29.45262288,1.6785,0.6533,89.312,3.2222,30,1.5667,0.66667,91.111
0.86068,18.1988432,2.2437,0.45016,91.378,1,18.889,2.5,0.44444,95.556
2.5793,18.30049912,1.972,0.95974,78.852,2.7778,21.111,2.3667,1.1111,68.889
2.8049,18.84219365,2.0191,1.7386,85.382,2.7778,18.889,2.1,1.7778,86.667
4.8707,11.98658571,1.757,-0.026106,78.34,5,12.222,1.8333,0,77.778
1.0182,26.95047121,1.9691,0.44659,95.052,1,25.556,1.5667,0.44444,95.556
2.8439,30.34720208,1.6896,0.66662,93.956,2.7778,30,1.4333,0.66667,95.556
2.3488,27.5160658,2.0436,0.064257,98.115,2.3333,27.778,1.8333,0,100
4.5122,22.30559752,1.2821,1.0222,100.81,4.5556,23.333,1.3,1.1111,100
4.0708,11.78501623,1.722,1.9089,89.059,4.1111,12.222,1.7,2,95.556
4.2864,18.84976488,2.1834,0.68473,74.378,4.5556,18.889,2.3667,0.66667,73.333
1.2166,10.45594368,2.3087,1.8977,89.362,1,10,2.1,1.7778,100
1.1216,28.41791274,1.908,1.0163,84.751,1,23.333,1.4333,0.88889,95.556
1.5799,15.92076345,2.315,1.9141,89.031,1.4444,16.667,2.3667,2,91.111
2.4238,30.81160736,1.7276,0.68505,94.076,2.3333,30,1.4333,0.66667,95.556
4.2369,17.39076157,1.4461,1.3427,82.246,4.1111,16.667,1.5667,1.3333,82.222
2.1046,24.87247159,1.6779,0.80503,78.295,2.3333,27.778,1.9667,0.88889,73.333
1.9854,16.17272673,2.4149,1.9289,92.643,1.8889,16.667,2.5,2,95.556
2.898,24.44709024,1.5833,1.5923,77.78,2.7778,23.333,1.5667,1.5556,82.222
4.3661,9.331062341,1.5688,1.2292,81.044,4.1111,10,1.4333,1.1111,77.778
2.7143,27.8447636,1.7259,0.64545,76.188,2.7778,30,1.8333,0.66667,73.333
1.3331,22.90308246,1.1953,1.9131,63.399,1.4444,23.333,1.3,2,64.444
4.6858,28.86807845,2.3521,1.8127,91.836,5,30,2.2333,1.7778,91.111
4.4677,22.72604105,1.8704,0.81469,82.585,5,25.556,2.1,0.88889,77.778
1.0615,27.15717863,1.9136,0.69809,79.438,1,25.556,1.7,0.66667,82.222
1.8243,9.531397498,1.4735,-0.0046182,81.298,1.8889,10,1.3,0,91.111
2.291,29.7657803,2.2371,0.44439,91.368,2.3333,30,2.3667,0.44444,91.111
4.0506,17.56829724,2.2056,1.3191,75.658,4.1111,16.667,2.3667,1.3333,73.333
2.4816,10.0853463,1.5186,1.6709,69.323,2.3333,10,1.4333,1.5556,73.333
3.3603,26.57427824,2.2942,1.3741,96.21,3.2222,25.556,2.2333,1.3333,95.556
2.5345,16.47328546,1.6486,1.5332,86.729,2.3333,14.444,1.4333,1.3333,91.111
4.2391,23.77803676,2.1478,0.74553,87.197,4.1111,21.111,2.1,0.66667,91.111
3.2598,20.81265683,1.926,1.9136,78.791,3.2222,21.111,1.9667,2,77.778
4.4661,25.52756612,1.2755,0.24799,90.744,4.5556,25.556,1.3,0.22222,91.111
1.936,21.40968721,1.8738,-0.040025,96.551,1.8889,21.111,1.3,0,100
4.9342,23.58969982,1.2744,0.23752,77.89,5,23.333,1.3,0.22222,77.778
4.7135,28.82103504,1.7331,1.5647,77.495,5,30,1.7,1.5556,77.778
1.8916,19.92198504,2.1602,1.8655,84.622,1.8889,21.111,2.3667,2,82.222
4.2099,21.85825078,1.432,1.1264,68.961,4.1111,21.111,1.4333,1.1111,64.444
1.5925,24.27511938,1.6319,0.44225,57.485,1.4444,23.333,1.4333,0.44444,60
2.0651,25.11191616,1.8089,1.4061,79.214,1.8889,23.333,1.7,1.3333,82.222
3.2356,14.25065848,1.5227,0.017827,84.429,3.2222,14.444,1.4333,0,82.222
1.2935,13.76152552,2.0638,0.20908,76.507,1.4444,14.444,2.2333,0.22222,73.333
2.0964,24.19282737,1.6652,1.5051,82.272,1.8889,21.111,1.4333,1.3333,86.667
0.99339,19.7763211,2.2333,1.3252,91.267,1,18.889,2.3667,1.3333,91.111
4.7849,19.17556992,2.3297,0.46627,67.411,5,18.889,2.5,0.44444,68.889
3.4692,12.10001224,2.0598,0.71533,76.25,3.6667,14.444,2.2333,0.88889,68.889
1.2018,28.98344361,1.9889,1.5555,78.007,1,30,1.8333,1.5556,77.778
0.99099,23.4540126,1.8418,0.45552,63.27,1,23.333,1.8333,0.44444,64.444
2.8282,16.9451483,2.4085,-0.060387,99.293,2.7778,16.667,2.5,0,100
2.0021,24.95286487,2.2168,1.7119,83.065,1.8889,25.556,2.3667,1.7778,82.222
4.1167,30.74069205,1.9952,1.3819,77.92,4.1111,30,1.9667,1.3333,77.778
2.8096,20.88137543,1.7696,1.0886,76.159,2.7778,21.111,1.8333,1.1111,68.889
3.4031,26.21412614,1.6666,0.71219,74.716,3.2222,23.333,1.5667,0.66667,77.778
2.8757,14.47426182,1.8892,1.731,72.572,2.7778,14.444,1.9667,1.7778,68.889
3.3152,15.95658788,1.7119,1.8997,90.531,3.2222,16.667,1.7,2,100
3.7141,23.99774232,1.8319,0.6798,73.751,3.6667,23.333,1.8333,0.66667,73.333
4.4407,23.03025164,1.4102,1.7237,87.371,4.5556,23.333,1.4333,1.7778,91.111
4.3978,11.40193936,1.3444,0.86187,79.76,4.1111,12.222,1.3,0.88889,77.778
2.7245,25.58043592,2.1492,0.17765,63.509,2.7778,25.556,2.3667,0.22222,64.444
2.867,14.60707764,1.7788,0.073757,99.375,2.7778,14.444,1.4333,0,100
3.5916,23.482886,1.7396,0.016087,77.572,3.6667,23.333,1.8333,0,77.778
2.6592,12.63578362,1.7248,0.80141,73.411,2.7778,14.444,1.8333,0.88889,73.333
2.8401,14.44847946,1.6058,1.7336,66.467,2.7778,14.444,1.7,1.7778,60
3.6865,25.91523317,1.8465,1.8056,95.449,3.6667,25.556,1.7,1.7778,100
0.96583,25.40874564,1.9367,0.6695,73.32,1,25.556,2.1,0.66667,73.333
5.1105,24.1377646,1.4522,-0.0047042,72.118,5,23.333,1.3,0,68.889
1.0031,26.39577311,1.9147,0.68744,80.066,1,25.556,1.8333,0.66667,82.222
4.1763,24.28524839,2.1782,0.44094,90.928,4.1111,23.333,2.2333,0.44444,91.111
1.8966,26.06166298,1.8999,0.44118,82.675,1.8889,25.556,1.9667,0.44444,82.222
0.9806,25.87825302,1.8438,0.67579,69.893,1,25.556,1.8333,0.66667,68.889
3.6417,7.822079022,1.552,-0.0024672,85.761,3.6667,10,1.4333,0,82.222
2.5832,19.3868848,1.923,1.5259,89.657,2.3333,16.667,1.7,1.3333,91.111
4.4006,29.49542378,1.9144,1.6126,66.474,4.5556,30,1.8333,1.5556,64.444
4.6984,25.63746774,2.0878,1.3403,82.461,5,25.556,2.2333,1.3333,82.222
2.7719,20.56510324,1.7155,1.9059,74.294,2.7778,21.111,1.8333,2,77.778
2.324,27.7270337,1.9682,-0.0024089,74.224,2.3333,27.778,2.2333,0,73.333
2.4991,23.57372917,2.3707,1.5775,95.704,2.3333,23.333,2.3667,1.5556,95.556
3.5086,10.11113651,2.2547,1.7387,71.581,3.6667,10,2.5,1.7778,64.444
1.0435,9.818840289,1.8775,1.8163,75.921,1,10,1.8333,1.7778,68.889
2.3801,29.82246638,1.5784,-0.021005,81.488,2.3333,30,1.4333,0,82.222
0.95986,25.17186962,1.8714,0.4346,58.528,1,25.556,2.1,0.44444,60
4.0847,12.73885221,2.2765,1.3472,88.321,4.1111,12.222,2.3667,1.3333,86.667
0.81225,29.51391627,1.8444,0.17796,85.271,1,30,2.3667,0.22222,82.222
3.3909,10.72778276,2.4316,0.61347,54.489,3.2222,10,2.2333,0.66667,64.444
4.553,10.93427163,1.7488,1.3618,70.717,4.1111,10,1.4333,1.1111,64.444
2.0175,10.30275385,1.5668,1.8231,70.824,1.8889,10,1.5667,1.7778,68.889
